,NODELIST,CPUS,MEMORY,AVAIL_FEATURES,PARTITION,TOTAL_NODES,TOTAL_CPUS,MEMORY[GB/node],MEMORY[GB/cpu],NODE(Example),NodeName,Arch,CpuBind,CoresPerSocket,CPUAlloc,CPUEfctv,CPUTot,CPULoad,AvailableFeatures,ActiveFeatures,Gres,NodeAddr,NodeHostName,Version,OS,RealMemory,AllocMem,FreeMem,Sockets,Boards,State,ThreadsPerCore,TmpDisk,Weight,Owner,MCS_label,Partitions,BootTime,SlurmdStartTime,LastBusyTime,ResumeAfterTime,CfgTRES,AllocTRES,CurrentWatts,AveWatts,IB,CPU_MNF,CPU_GEN,CPU_SKU,CPU_FRQ,CLASS,GPU_GEN,GPU_BRD,GPU_SKU,GPU_MEM,GPU_CC
42,"sh03-07n[01-60,65-72],sh03-08n[01-24,49-72],sh03-09n[01-72],sh03-10n[01-72]",32,256000,"IB:HDR,CPU_MNF:AMD,CPU_GEN:MLN,CPU_SKU:7543,CPU_FRQ:2.75GHz,NO_GPU,CLASS:SH3_CBASE.1",owners,260,8320.0,250.0,7.81,sh03-07n01,sh03-07n01,x86_64,cores,16,31,32,32,30.84,"IB:HDR,CPU_MNF:AMD,CPU_GEN:MLN,CPU_SKU:7543,CPU_FRQ:2.75GHz,NO_GPU,CLASS:SH3_CBASE.1","IB:HDR,CPU_MNF:AMD,CPU_GEN:MLN,CPU_SKU:7543,CPU_FRQ:2.75GHz,NO_GPU,CLASS:SH3_CBASE.1",(null),sh03-07n01,sh03-07n01,25.11.5,Linux,256000,217600,204593,2,1,MIXED+PLANNED,1,3000000,104361,N/A,N/A,owners,2026-01-27T16:39:53,2026-04-30T09:13:14,2026-03-28T06:15:35,None,"cpu=32,mem=250G,billing=94","cpu=31,mem=212.50G",306,287,HDR,AMD,MLN,7543,2.75GHz,SH3_CBASE.1,,,,,
43,"sh03-15n16,sh03-16n[02,05-07]",64,512000,"IB:HDR,CPU_MNF:AMD,CPU_GEN:RME,CPU_SKU:7502,CPU_FRQ:2.50GHz,GPU_GEN:AMP,GPU_BRD:TESLA,GPU_SKU:A100_S",owners,5,320.0,500.0,7.81,sh03-15n16,sh03-15n16,x86_64,cores,16,62,64,64,3.22,"IB:HDR,CPU_MNF:AMD,CPU_GEN:RME,CPU_SKU:7502,CPU_FRQ:2.50GHz,GPU_GEN:AMP,GPU_BRD:TESLA,GPU_SKU:A100_SXM4,GPU_MEM:40GB,GPU_CC:8.0,CLASS:SH3_G4TF64","IB:HDR,CPU_MNF:AMD,CPU_GEN:RME,CPU_SKU:7502,CPU_FRQ:2.50GHz,GPU_GEN:AMP,GPU_BRD:TESLA,GPU_SKU:A100_SXM4,GPU_MEM:40GB,GPU_CC:8.0,CLASS:SH3_G4TF64",gpu:4(S:0-3),sh03-15n16,sh03-15n16,25.11.5,Linux,512000,507904,421995,4,1,MIXED+PLANNED,1,3000000,146771,N/A,N/A,owners,2026-04-29T17:06:07,2026-04-30T09:13:15,2026-04-29T18:07:19,None,"cpu=64,mem=500G,billing=249,gres/gpu=4","cpu=62,mem=496G,gres/gpu=4",587,290,HDR,AMD,RME,7502,2.50GHz,SH3_G4TF64,AMP,TESLA,A100_SXM4,40GB,8.0
44,"sh03-16n09,sh03-17n[01,03,05,07],sh03-18n[01,03,05,07,09]",128,1024000,"IB:HDR,CPU_MNF:AMD,CPU_GEN:MLN,CPU_SKU:7763,CPU_FRQ:2.45GHz,GPU_GEN:AMP,GPU_BRD:TESLA,GPU_SKU:A100_S",owners,10,1280.0,1000.0,7.81,sh03-16n09,sh03-16n09,x86_64,cores,32,75,128,128,8.21,"IB:HDR,CPU_MNF:AMD,CPU_GEN:MLN,CPU_SKU:7763,CPU_FRQ:2.45GHz,GPU_GEN:AMP,GPU_BRD:TESLA,GPU_SKU:A100_SXM4,GPU_MEM:80GB,GPU_CC:8.0,CLASS:SH3_G8TF64.1","IB:HDR,CPU_MNF:AMD,CPU_GEN:MLN,CPU_SKU:7763,CPU_FRQ:2.45GHz,GPU_GEN:AMP,GPU_BRD:TESLA,GPU_SKU:A100_SXM4,GPU_MEM:80GB,GPU_CC:8.0,CLASS:SH3_G8TF64.1",gpu:8(S:0-3),sh03-16n09,sh03-16n09,25.11.5,Linux,1024000,999424,838432,4,1,MIXED+PLANNED,1,3600000,167861,N/A,N/A,owners,2026-01-27T16:40:23,2026-04-30T09:13:16,2026-02-06T17:42:31,None,"cpu=128,mem=1000G,billing=498,gres/gpu=8","cpu=75,mem=976G,gres/gpu=5",2624,1449,HDR,AMD,MLN,7763,2.45GHz,SH3_G8TF64.1,AMP,TESLA,A100_SXM4,80GB,8.0
45,"sh02-12n03,sh02-13n09",32,512000,"IB:EDR,CPU_MNF:INTEL,CPU_GEN:BDW,CPU_SKU:E5-2697Av4,CPU_FRQ:2.60GHz,NO_GPU",owners,2,64.0,500.0,15.62,sh02-12n03,sh02-12n03,x86_64,cores,16,24,32,32,4.67,"IB:EDR,CPU_MNF:INTEL,CPU_GEN:BDW,CPU_SKU:E5-2697Av4,CPU_FRQ:2.60GHz,NO_GPU","IB:EDR,CPU_MNF:INTEL,CPU_GEN:BDW,CPU_SKU:E5-2697Av4,CPU_FRQ:2.60GHz,NO_GPU",(null),sh02-12n03,sh02-12n03,25.11.5,Linux,1536000,110592,1512297,2,1,MIXED,1,160000,107391,N/A,N/A,owners,2026-05-04T14:28:08,2026-05-04T14:31:19,2026-05-04T15:31:24,None,"cpu=32,mem=1500G,billing=407","cpu=24,mem=108G",257,275,EDR,INTEL,BDW,E5-2697Av4,2.60GHz,,,,,,
46,"sh02-13n05,sh02-16n03",20,512000,"IB:EDR,CPU_MNF:INTEL,CPU_GEN:BDW,CPU_SKU:E5-2640v4,CPU_FRQ:2.40GHz,GPU_GEN:PSC,GPU_BRD:GEFORCE,GPU_S",owners,2,40.0,500.0,25.0,sh02-13n05,sh02-13n05,x86_64,cores,10,19,20,20,2.56,"IB:EDR,CPU_MNF:INTEL,CPU_GEN:BDW,CPU_SKU:E5-2640v4,CPU_FRQ:2.40GHz,GPU_GEN:PSC,GPU_BRD:GEFORCE,GPU_SKU:TITAN_V,GPU_MEM:12GB,GPU_CC:7.0","IB:EDR,CPU_MNF:INTEL,CPU_GEN:BDW,CPU_SKU:E5-2640v4,CPU_FRQ:2.40GHz,GPU_GEN:PSC,GPU_BRD:GEFORCE,GPU_SKU:TITAN_V,GPU_MEM:12GB,GPU_CC:7.0",gpu:8(S:0-1),sh02-13n05,sh02-13n05,25.11.5,Linux,512000,139264,446691,2,1,MIXED,1,200000,166091,N/A,N/A,owners,2026-04-30T12:40:37,2026-04-30T12:46:32,2026-04-30T12:46:12,None,"cpu=20,mem=500G,billing=265,gres/gpu=8","cpu=19,mem=136G,gres/gpu=2",745,451,EDR,INTEL,BDW,E5-2640v4,2.40GHz,,PSC,GEFORCE,TITAN_V,12GB,7.0
47,"sh02-14n11,sh02-15n[01-02]",20,256000,"IB:EDR,CPU_MNF:INTEL,CPU_GEN:BDW,CPU_SKU:E5-2640v4,CPU_FRQ:2.40GHz,GPU_GEN:VLT,GPU_BRD:TESLA,GPU_SKU",owners,3,60.0,250.0,12.5,sh02-14n11,sh02-14n11,x86_64,cores,10,16,20,20,2.98,"IB:EDR,CPU_MNF:INTEL,CPU_GEN:BDW,CPU_SKU:E5-2640v4,CPU_FRQ:2.40GHz,GPU_GEN:VLT,GPU_BRD:TESLA,GPU_SKU:V100_SXM2,GPU_MEM:16GB,GPU_CC:7.0","IB:EDR,CPU_MNF:INTEL,CPU_GEN:BDW,CPU_SKU:E5-2640v4,CPU_FRQ:2.40GHz,GPU_GEN:VLT,GPU_BRD:TESLA,GPU_SKU:V100_SXM2,GPU_MEM:16GB,GPU_CC:7.0",gpu:4(S:0),sh02-14n11,sh02-14n11,25.11.5,Linux,256000,114496,176799,2,1,MIXED,1,160000,144091,N/A,N/A,owners,2026-04-09T07:34:26,2026-04-30T09:13:14,2026-04-09T10:56:56,None,"cpu=20,mem=250G,billing=142,gres/gpu=4","cpu=16,mem=114496M,gres/gpu=2",424,332,EDR,INTEL,BDW,E5-2640v4,2.40GHz,,VLT,TESLA,V100_SXM2,16GB,7.0
48,sh02-16n01,24,768000,"IB:EDR,CPU_MNF:INTEL,CPU_GEN:SKX,CPU_SKU:5118,CPU_FRQ:2.30GHz,GPU_GEN:VLT,GPU_BRD:TESLA,GPU_SKU:V100",owners,1,24.0,750.0,31.25,sh02-16n01,sh02-16n01,x86_64,cores,12,20,24,24,7.69,"IB:EDR,CPU_MNF:INTEL,CPU_GEN:SKX,CPU_SKU:5118,CPU_FRQ:2.30GHz,GPU_GEN:VLT,GPU_BRD:TESLA,GPU_SKU:V100_SXM2,GPU_MEM:32GB,GPU_CC:7.0","IB:EDR,CPU_MNF:INTEL,CPU_GEN:SKX,CPU_SKU:5118,CPU_FRQ:2.30GHz,GPU_GEN:VLT,GPU_BRD:TESLA,GPU_SKU:V100_SXM2,GPU_MEM:32GB,GPU_CC:7.0",gpu:8(S:0-1),sh02-16n01,sh02-16n01,25.11.5,Linux,768000,430080,429878,2,1,MIXED,1,190000,166181,N/A,N/A,owners,2026-04-08T19:50:52,2026-04-30T09:13:14,2026-05-02T06:11:28,None,"cpu=24,mem=750G,billing=331,gres/gpu=8","cpu=20,mem=420G,gres/gpu=4",1295,741,EDR,INTEL,SKX,5118,2.30GHz,,VLT,TESLA,V100_SXM2,32GB,7.0
49,"sh02-16n[07,11]",36,768000,"IB:EDR,CPU_MNF:INTEL,CPU_GEN:SKX,CPU_SKU:6150,CPU_FRQ:2.70GHz,NO_GPU",owners,2,72.0,750.0,20.83,sh02-16n07,sh02-16n07,x86_64,cores,18,32,36,36,15.85,"IB:EDR,CPU_MNF:INTEL,CPU_GEN:SKX,CPU_SKU:6150,CPU_FRQ:2.70GHz,NO_GPU","IB:EDR,CPU_MNF:INTEL,CPU_GEN:SKX,CPU_SKU:6150,CPU_FRQ:2.70GHz,NO_GPU",(null),sh02-16n07,sh02-16n07,25.11.5,Linux,768000,180224,729258,2,1,MIXED,1,190000,106481,N/A,N/A,owners,2026-05-01T09:03:29,2026-05-01T09:05:02,2026-05-01T09:15:31,None,"cpu=36,mem=750G,billing=223","cpu=32,mem=176G",405,259,EDR,INTEL,SKX,6150,2.70GHz,,,,,,
50,"sh03-11n[01,03,12,16],sh03-16n08,sh03-17n[12-13,16],sh03-18n[11-13,15-16]",64,512000,"IB:HDR,CPU_MNF:AMD,CPU_GEN:MLN,CPU_SKU:7543,CPU_FRQ:2.75GHz,GPU_GEN:AMP,GPU_BRD:TESLA,GPU_SKU:A100_S",owners,13,832.0,500.0,7.81,sh03-11n01,sh03-11n01,x86_64,cores,16,34,64,64,11.82,"IB:HDR,CPU_MNF:AMD,CPU_GEN:MLN,CPU_SKU:7543,CPU_FRQ:2.75GHz,GPU_GEN:AMP,GPU_BRD:TESLA,GPU_SKU:A100_SXM4,GPU_MEM:80GB,GPU_CC:8.0,CLASS:SH3_G4TF64.1","IB:HDR,CPU_MNF:AMD,CPU_GEN:MLN,CPU_SKU:7543,CPU_FRQ:2.75GHz,GPU_GEN:AMP,GPU_BRD:TESLA,GPU_SKU:A100_SXM4,GPU_MEM:80GB,GPU_CC:8.0,CLASS:SH3_G4TF64.1",gpu:4(S:0-3),sh03-11n01,sh03-11n01,25.11.5,Linux,512000,489472,279515,4,1,MIXED,1,3000000,146761,N/A,N/A,owners,2026-04-25T15:00:55,2026-04-30T09:13:15,2026-04-27T20:23:20,None,"cpu=64,mem=500G,billing=249,gres/gpu=4","cpu=34,mem=478G,gres/gpu=4",1148,381,HDR,AMD,MLN,7543,2.75GHz,SH3_G4TF64.1,AMP,TESLA,A100_SXM4,80GB,8.0
51,"sh03-11n[02,04-11,13-15],sh03-16n[11-16],sh03-17n[09-11],sh03-18n14",32,256000,"IB:HDR,CPU_MNF:AMD,CPU_GEN:MLN,CPU_SKU:7543P,CPU_FRQ:2.75GHz,GPU_GEN:AMP,GPU_BRD:TESLA,GPU_SKU:A40,G",owners,22,704.0,250.0,7.81,sh03-11n02,sh03-11n02,x86_64,cores,16,22,32,32,3.08,"IB:HDR,CPU_MNF:AMD,CPU_GEN:MLN,CPU_SKU:7543P,CPU_FRQ:2.75GHz,GPU_GEN:AMP,GPU_BRD:TESLA,GPU_SKU:A40,GPU_MEM:48GB,GPU_CC:8.6,CLASS:SH3_G4FP32.2","IB:HDR,CPU_MNF:AMD,CPU_GEN:MLN,CPU_SKU:7543P,CPU_FRQ:2.75GHz,GPU_GEN:AMP,GPU_BRD:TESLA,GPU_SKU:A40,GPU_MEM:48GB,GPU_CC:8.6,CLASS:SH3_G4FP32.2",gpu:4(S:0-1),sh03-11n02,sh03-11n02,25.11.5,Linux,256000,245760,192785,2,1,MIXED,1,3600000,144361,N/A,N/A,owners,2026-04-08T22:32:12,2026-04-30T09:13:15,2026-04-14T21:49:22,None,"cpu=32,mem=250G,billing=154,gres/gpu=4","cpu=22,mem=240G,gres/gpu=3",1341,449,HDR,AMD,MLN,7543P,2.75GHz,SH3_G4FP32.2,AMP,TESLA,A40,48GB,8.6
52,"sh03-13n[03-09,12-15],sh03-14n[01-02]",32,256000,"IB:HDR,CPU_MNF:AMD,CPU_GEN:RME,CPU_SKU:7502P,CPU_FRQ:2.50GHz,GPU_GEN:TUR,GPU_BRD:GEFORCE,GPU_SKU:RTX",owners,13,416.0,250.0,7.81,sh03-13n03,sh03-13n03,x86_64,cores,16,31,32,32,9.80,"IB:HDR,CPU_MNF:AMD,CPU_GEN:RME,CPU_SKU:7502P,CPU_FRQ:2.50GHz,GPU_GEN:TUR,GPU_BRD:GEFORCE,GPU_SKU:RTX_2080Ti,GPU_MEM:11GB,GPU_CC:7.5,CLASS:SH3_G4FP32","IB:HDR,CPU_MNF:AMD,CPU_GEN:RME,CPU_SKU:7502P,CPU_FRQ:2.50GHz,GPU_GEN:TUR,GPU_BRD:GEFORCE,GPU_SKU:RTX_2080Ti,GPU_MEM:11GB,GPU_CC:7.5,CLASS:SH3_G4FP32",gpu:4(S:0-1),sh03-13n03,sh03-13n03,25.11.5,Linux,256000,203016,184069,2,1,MIXED,1,3600000,144371,N/A,N/A,owners,2026-02-03T14:30:09,2026-04-30T09:13:15,2026-04-29T00:27:48,None,"cpu=32,mem=250G,billing=154,gres/gpu=4","cpu=31,mem=203016M,gres/gpu=1",387,351,HDR,AMD,RME,7502P,2.50GHz,SH3_G4FP32,TUR,GEFORCE,RTX_2080Ti,11GB,7.5
53,sh03-13n[10-11],32,256000,"IB:HDR,CPU_MNF:AMD,CPU_GEN:RME,CPU_SKU:7502P,CPU_FRQ:2.50GHz,GPU_GEN:VLT,GPU_BRD:TESLA,GPU_SKU:V100S",owners,2,64.0,250.0,7.81,sh03-13n10,sh03-13n10,x86_64,cores,16,26,32,32,1.38,"IB:HDR,CPU_MNF:AMD,CPU_GEN:RME,CPU_SKU:7502P,CPU_FRQ:2.50GHz,GPU_GEN:VLT,GPU_BRD:TESLA,GPU_SKU:V100S_PCIE,GPU_MEM:32GB,GPU_CC:7.0,CLASS:SH3_G4FP64","IB:HDR,CPU_MNF:AMD,CPU_GEN:RME,CPU_SKU:7502P,CPU_FRQ:2.50GHz,GPU_GEN:VLT,GPU_BRD:TESLA,GPU_SKU:V100S_PCIE,GPU_MEM:32GB,GPU_CC:7.0,CLASS:SH3_G4FP64",gpu:4(S:0-1),sh03-13n10,sh03-13n10,25.11.5,Linux,256000,196608,124748,2,1,MIXED,1,3600000,144371,N/A,N/A,owners,2026-04-14T00:38:01,2026-04-30T09:13:15,2026-04-14T00:42:56,None,"cpu=32,mem=250G,billing=154,gres/gpu=4","cpu=26,mem=192G,gres/gpu=3",409,362,HDR,AMD,RME,7502P,2.50GHz,SH3_G4FP64,VLT,TESLA,V100S_PCIE,32GB,7.0
54,"sh03-13n16,sh03-16n[01,03-04]",32,256000,"IB:HDR,CPU_MNF:AMD,CPU_GEN:RME,CPU_SKU:7502P,CPU_FRQ:2.50GHz,GPU_GEN:AMP,GPU_BRD:TESLA,GPU_SKU:A100_",owners,4,128.0,250.0,7.81,sh03-13n16,sh03-13n16,x86_64,cores,16,28,32,32,11.43,"IB:HDR,CPU_MNF:AMD,CPU_GEN:RME,CPU_SKU:7502P,CPU_FRQ:2.50GHz,GPU_GEN:AMP,GPU_BRD:TESLA,GPU_SKU:A100_PCIE,GPU_MEM:40GB,GPU_CC:8.0,CLASS:SH3_G4FP64.1","IB:HDR,CPU_MNF:AMD,CPU_GEN:RME,CPU_SKU:7502P,CPU_FRQ:2.50GHz,GPU_GEN:AMP,GPU_BRD:TESLA,GPU_SKU:A100_PCIE,GPU_MEM:40GB,GPU_CC:8.0,CLASS:SH3_G4FP64.1",gpu:4(S:0-1),sh03-13n16,sh03-13n16,25.11.5,Linux,256000,221184,165083,2,1,MIXED,1,3600000,144371,N/A,N/A,owners,2026-04-08T19:24:46,2026-04-30T09:13:16,2026-04-08T20:07:45,None,"cpu=32,mem=250G,billing=154,gres/gpu=4","cpu=28,mem=216G,gres/gpu=3",1153,0,HDR,AMD,RME,7502P,2.50GHz,SH3_G4FP64.1,AMP,TESLA,A100_PCIE,40GB,8.0
55,"sh03-14n[03,05,07,09,11,13,15]",128,1024000,"IB:HDR,CPU_MNF:AMD,CPU_GEN:RME,CPU_SKU:7662,CPU_FRQ:2.00GHz,GPU_GEN:AMP,GPU_BRD:TESLA,GPU_SKU:A100_S",owners,7,896.0,1000.0,7.81,sh03-14n03,sh03-14n03,x86_64,cores,32,60,128,128,45.35,"IB:HDR,CPU_MNF:AMD,CPU_GEN:RME,CPU_SKU:7662,CPU_FRQ:2.00GHz,GPU_GEN:AMP,GPU_BRD:TESLA,GPU_SKU:A100_SXM4,GPU_MEM:40GB,GPU_CC:8.0,CLASS:SH3_G8TF64","IB:HDR,CPU_MNF:AMD,CPU_GEN:RME,CPU_SKU:7662,CPU_FRQ:2.00GHz,GPU_GEN:AMP,GPU_BRD:TESLA,GPU_SKU:A100_SXM4,GPU_MEM:40GB,GPU_CC:8.0,CLASS:SH3_G8TF64",gpu:8(S:0-3),sh03-14n03,sh03-14n03,25.11.5,Linux,1024000,1015808,792762,4,1,MIXED,1,3600000,167871,N/A,N/A,"serc,owners",2026-03-31T15:30:01,2026-04-30T09:13:16,2026-04-21T13:40:15,None,"cpu=128,mem=1000G,billing=498,gres/gpu=8","cpu=60,mem=992G,gres/gpu=8",1209,911,HDR,AMD,RME,7662,2.00GHz,SH3_G8TF64,AMP,TESLA,A100_SXM4,40GB,8.0
56,sh03-15n[06-15],32,256000,"IB:HDR,CPU_MNF:AMD,CPU_GEN:RME,CPU_SKU:7502P,CPU_FRQ:2.50GHz,GPU_GEN:AMP,GPU_BRD:GEFORCE,GPU_SKU:RTX",owners,10,320.0,250.0,7.81,sh03-15n06,sh03-15n06,x86_64,cores,16,29,32,32,8.50,"IB:HDR,CPU_MNF:AMD,CPU_GEN:RME,CPU_SKU:7502P,CPU_FRQ:2.50GHz,GPU_GEN:AMP,GPU_BRD:GEFORCE,GPU_SKU:RTX_3090,GPU_MEM:24GB,GPU_CC:8.6,CLASS:SH3_G4FP32.1","IB:HDR,CPU_MNF:AMD,CPU_GEN:RME,CPU_SKU:7502P,CPU_FRQ:2.50GHz,GPU_GEN:AMP,GPU_BRD:GEFORCE,GPU_SKU:RTX_3090,GPU_MEM:24GB,GPU_CC:8.6,CLASS:SH3_G4FP32.1",gpu:4(S:0-1),sh03-15n06,sh03-15n06,25.11.5,Linux,256000,249664,141707,2,1,MIXED,1,3600000,144371,N/A,N/A,owners,2026-01-28T08:28:41,2026-04-30T09:13:15,2026-05-02T10:26:40,None,"cpu=32,mem=250G,billing=154,gres/gpu=4","cpu=29,mem=249664M,gres/gpu=4",1602,447,HDR,AMD,RME,7502P,2.50GHz,SH3_G4FP32.1,AMP,GEFORCE,RTX_3090,24GB,8.6
57,"sh04-02n[05,07],sh04-03n[05,07],sh04-04n[05,07],sh04-05n[05,07],sh04-06n[05,07],sh04-07n[05,07]",64,1024000,"IB:NDR,CPU_MNF:INTEL,CPU_GEN:SPR,CPU_SKU:8462Y+,CPU_FRQ:2.80GHz,GPU_GEN:HPR,GPU_BRD:TESLA,GPU_SKU:H1",owners,12,768.0,1000.0,15.62,sh04-02n05,sh04-02n05,x86_64,cores,16,61,64,64,5.68,"IB:NDR,CPU_MNF:INTEL,CPU_GEN:SPR,CPU_SKU:8462Y+,CPU_FRQ:2.80GHz,GPU_GEN:HPR,GPU_BRD:TESLA,GPU_SKU:H100_SXM5,GPU_MEM:80GB,GPU_CC:9.0,CLASS:SH4_G4TF64","IB:NDR,CPU_MNF:INTEL,CPU_GEN:SPR,CPU_SKU:8462Y+,CPU_FRQ:2.80GHz,GPU_GEN:HPR,GPU_BRD:TESLA,GPU_SKU:H100_SXM5,GPU_MEM:80GB,GPU_CC:9.0,CLASS:SH4_G4TF64",gpu:4(S:0-3),sh04-02n05,sh04-02n05,25.11.5,Linux,1024000,1000448,908250,4,1,MIXED,1,14000000,147751,N/A,N/A,owners,2026-02-17T14:41:27,2026-04-30T09:13:16,2026-03-30T20:41:08,None,"cpu=64,mem=1000G,billing=374,gres/gpu=4","cpu=61,mem=977G,gres/gpu=4",1709,1047,NDR,INTEL,SPR,8462Y+,2.80GHz,SH4_G4TF64,HPR,TESLA,H100_SXM5,80GB,9.0
58,"sh04-02n[09-12],sh04-03n[09-12],sh04-04n[09-12],sh04-05n[09-12],sh04-06n[09-12],sh04-07n[09-10],sh04",32,256000,"IB:NDR,CPU_MNF:INTEL,CPU_GEN:SPR,CPU_SKU:6426Y,CPU_FRQ:2.50GHz,GPU_GEN:LOV,GPU_BRD:TESLA,GPU_SKU:L40",owners,23,736.0,250.0,7.81,sh04-02n09,sh04-02n09,x86_64,cores,8,24,32,32,2.52,"IB:NDR,CPU_MNF:INTEL,CPU_GEN:SPR,CPU_SKU:6426Y,CPU_FRQ:2.50GHz,GPU_GEN:LOV,GPU_BRD:TESLA,GPU_SKU:L40S,GPU_MEM:48GB,GPU_CC:8.9,CLASS:SH4_G4FP32","IB:NDR,CPU_MNF:INTEL,CPU_GEN:SPR,CPU_SKU:6426Y,CPU_FRQ:2.50GHz,GPU_GEN:LOV,GPU_BRD:TESLA,GPU_SKU:L40S,GPU_MEM:48GB,GPU_CC:8.9,CLASS:SH4_G4FP32",gpu:4(S:0-3),sh04-02n09,sh04-02n09,25.11.5,Linux,256000,254976,159270,4,1,MIXED,1,7000000,144351,N/A,N/A,owners,2026-04-08T18:19:08,2026-04-30T09:13:15,2026-04-24T10:35:06,None,"cpu=32,mem=250G,billing=154,gres/gpu=4","cpu=24,mem=249G,gres/gpu=4",595,519,NDR,INTEL,SPR,6426Y,2.50GHz,SH4_G4FP32,LOV,TESLA,L40S,48GB,8.9
59,"sh04-02n13,sh04-03n13,sh04-04n13,sh04-05n13,sh04-06n13,sh04-07n[13,16],sh04-08n[13,16],sh04-09n[13,1",256,1536000,"IB:NDR,CPU_MNF:AMD,CPU_GEN:BGM,CPU_SKU:9754,CPU_FRQ:2.25GHz,NO_GPU,CLASS:SH4_CSCALE",owners,10,2560.0,1500.0,5.86,sh04-02n13,sh04-02n13,x86_64,cores,64,165,256,256,102.93,"IB:NDR,CPU_MNF:AMD,CPU_GEN:BGM,CPU_SKU:9754,CPU_FRQ:2.25GHz,NO_GPU,CLASS:SH4_CSCALE","IB:NDR,CPU_MNF:AMD,CPU_GEN:BGM,CPU_SKU:9754,CPU_FRQ:2.25GHz,NO_GPU,CLASS:SH4_CSCALE",(null),sh04-02n13,sh04-02n13,25.11.5,Linux,1536000,1533952,1388612,4,1,MIXED,1,7000000,107941,N/A,N/A,owners,2026-04-08T18:12:28,2026-04-30T09:13:16,2026-04-30T09:13:16,None,"cpu=256,mem=1500G,billing=631","cpu=165,mem=1498G",487,462,NDR,AMD,BGM,9754,2.25GHz,SH4_CSCALE,,,,,
60,"sh04-02n[14-15],sh04-03n[14-16],sh04-04n[14-16],sh04-05n[14-16],sh04-06n[14-16],sh04-07n[14-15],sh04",64,384000,"IB:NDR,CPU_MNF:AMD,CPU_GEN:GEN,CPU_SKU:9384X,CPU_FRQ:3.10GHz,NO_GPU,CLASS:SH4_CPERF",owners,17,1088.0,375.0,5.86,sh04-02n14,sh04-02n14,x86_64,cores,16,46,64,64,55.40,"IB:NDR,CPU_MNF:AMD,CPU_GEN:GEN,CPU_SKU:9384X,CPU_FRQ:3.10GHz,NO_GPU,CLASS:SH4_CPERF","IB:NDR,CPU_MNF:AMD,CPU_GEN:GEN,CPU_SKU:9384X,CPU_FRQ:3.10GHz,NO_GPU,CLASS:SH4_CPERF",(null),sh04-02n14,sh04-02n14,25.11.5,Linux,384000,324224,352009,4,1,MIXED,1,3500000,105741,N/A,N/A,owners,2026-04-21T01:25:21,2026-04-30T09:13:15,2026-05-02T15:47:45,None,"cpu=64,mem=375G,billing=157","cpu=46,mem=324224M",1058,1022,NDR,AMD,GEN,9384X,3.10GHz,SH4_CPERF,,,,,
61,sh04-02n16,64,4096000,"IB:NDR,CPU_MNF:INTEL,CPU_GEN:SPR,CPU_SKU:8462Y+,CPU_FRQ:2.80GHz,NO_GPU,CLASS:SH4_CBIGMEM",owners,1,64.0,4000.0,62.5,sh04-02n16,sh04-02n16,x86_64,cores,16,58,64,64,4.73,"IB:NDR,CPU_MNF:INTEL,CPU_GEN:SPR,CPU_SKU:8462Y+,CPU_FRQ:2.80GHz,NO_GPU,CLASS:SH4_CBIGMEM","IB:NDR,CPU_MNF:INTEL,CPU_GEN:SPR,CPU_SKU:8462Y+,CPU_FRQ:2.80GHz,NO_GPU,CLASS:SH4_CBIGMEM",(null),sh04-02n16,sh04-02n16,25.11.5,Linux,4096000,1988608,3590392,4,1,MIXED,1,7000000,109751,N/A,N/A,owners,2026-02-02T04:21:32,2026-04-30T09:13:15,2026-05-03T01:32:57,None,"cpu=64,mem=4000G,billing=1064","cpu=58,mem=1942G",508,470,NDR,INTEL,SPR,8462Y+,2.80GHz,SH4_CBIGMEM,,,,,
62,"sh04-02n[17-32],sh04-03n[17-32],sh04-04n[17-32],sh04-05n[17-32],sh04-06n[17-32],sh04-07n[17-32],sh04",24,192000,"IB:NDR,CPU_MNF:AMD,CPU_GEN:SIE,CPU_SKU:8224P,CPU_FRQ:2.55GHz,NO_GPU,CLASS:SH4_CBASE",owners,97,2328.0,187.5,7.81,sh04-02n17,sh04-02n17,x86_64,cores,24,15,24,24,6.34,"IB:NDR,CPU_MNF:AMD,CPU_GEN:SIE,CPU_SKU:8224P,CPU_FRQ:2.55GHz,NO_GPU,CLASS:SH4_CBASE","IB:NDR,CPU_MNF:AMD,CPU_GEN:SIE,CPU_SKU:8224P,CPU_FRQ:2.55GHz,NO_GPU,CLASS:SH4_CBASE",(null),sh04-02n17,sh04-02n17,25.11.5,Linux,192000,91968,86533,1,1,MIXED,1,3500000,103141,N/A,N/A,owners,2026-04-08T23:22:23,2026-04-30T09:13:15,2026-05-01T16:36:42,None,"cpu=24,mem=187.50G,billing=70","cpu=15,mem=91968M",152,138,NDR,AMD,SIE,8224P,2.55GHz,SH4_CBASE,,,,,
